#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
38.4%	3835000	-1003610.7945790049	311.01952271813445	35.5	8:20:27
38.4%	3840000	-1004980.0966454549	309.28484059482224	35.5	8:19:53
38.5%	3845000	-1004677.35557131	307.79794378907155	35.5	8:19:20
38.5%	3850000	-1004910.1529524429	311.31678616599294	35.5	8:18:46
38.5%	3855000	-1004245.8700429592	310.8648187429944	35.5	8:18:13
38.6%	3860000	-1004555.1985653099	310.00074274744895	35.5	8:17:39
38.6%	3865000	-1005778.6084710024	310.01022688989	35.5	8:17:05
38.7%	3870000	-1004843.4754628139	310.9938730633457	35.6	8:16:31
38.8%	3875000	-1005635.412290602	306.92491329488394	35.6	8:15:57
38.8%	3880000	-1004685.571784948	311.5058541661161	35.6	8:15:23
38.9%	3885000	-1005819.9650404248	310.08237686206763	35.6	8:14:50
38.9%	3890000	-1005816.8883484984	311.60053306075787	35.6	8:14:17
39.0%	3895000	-1004761.228709247	310.855059364082	35.6	8:13:45
39.0%	3900000	-1003464.5821040738	310.59890121123203	35.6	8:13:11
39.0%	3905000	-1003938.126001941	312.262961406064	35.6	8:12:38
39.1%	3910000	-1004058.4776789863	310.4252835021338	35.6	8:12:04
39.1%	3915000	-1004573.6002131263	311.4503228613903	35.7	8:11:31
39.2%	3920000	-1003562.2345836814	311.0681126983509	35.7	8:10:57
39.2%	3925000	-1004673.140219924	309.09691855177937	35.7	8:10:24
39.3%	3930000	-1004624.6444145115	309.555995826905	35.7	8:09:51
39.4%	3935000	-1004682.284947793	311.16037603017725	35.7	8:09:18
39.4%	3940000	-1002790.2614459665	307.9937033960313	35.7	8:08:44
39.5%	3945000	-1004917.282037721	310.8110226422348	35.7	8:08:11
39.5%	3950000	-1005289.4200143935	310.802829188766	35.7	8:07:37
39.5%	3955000	-1004650.3441059776	309.4147965914231	35.7	8:07:04
39.6%	3960000	-1003993.5190331647	310.5258500562633	35.8	8:06:30
39.6%	3965000	-1002383.8288442129	312.3215010933953	35.8	8:05:57
39.7%	3970000	-1003160.374685334	311.5077781866341	35.8	8:05:23
39.8%	3975000	-1003659.2045678487	312.2332257720092	35.8	8:04:50
39.8%	3980000	-1002289.8616860826	310.66153050566425	35.8	8:04:16
39.9%	3985000	-1002415.5087011056	311.2640885462798	35.8	8:03:43
39.9%	3990000	-1005590.6920079151	310.7174009815986	35.8	8:03:10
40.0%	3995000	-1004937.4815282477	308.8869587191941	35.8	8:02:37
40.0%	4000000	-1004406.7887098752	312.0791775509511	35.8	8:02:04
40.0%	4005000	-1004756.6015396193	309.3911831245192	35.9	8:01:30
40.1%	4010000	-1004763.3633683007	311.3757042690702	35.9	8:00:57
40.1%	4015000	-1003099.262538502	311.15885376527785	35.9	8:00:24
40.2%	4020000	-1004100.552846171	312.12155753349947	35.9	7:59:51
40.2%	4025000	-1004473.4066892173	310.929585759404	35.9	7:59:18
40.3%	4030000	-1003395.0015650354	309.4143915555767	35.9	7:58:45
40.4%	4035000	-1002309.132769593	309.70009441922554	35.9	7:58:11
40.4%	4040000	-1003455.1714441301	309.38425102974384	35.9	7:57:38
40.5%	4045000	-1002670.3963484922	310.3300216518025	35.9	7:57:05
40.5%	4050000	-1004349.1125262026	310.5766299224732	36	7:56:31
40.5%	4055000	-1004137.2552740788	310.19863315995644	36	7:55:58
40.6%	4060000	-1003218.5924242781	312.00757258346806	36	7:55:25
40.6%	4065000	-1003559.5054624435	311.83838157229184	36	7:54:52
40.7%	4070000	-1003090.5000424441	309.7631831543318	36	7:54:18
40.8%	4075000	-1003512.7536158869	310.4472282950463	36	7:53:45
40.8%	4080000	-1007882.4168265872	310.2946551424982	36	7:53:13
40.9%	4085000	-1003375.9672822421	309.5500679932938	36	7:52:40
40.9%	4090000	-1004976.7965022735	308.3422128063554	36.1	7:52:07
41.0%	4095000	-1004752.8498494364	311.17368458106915	36.1	7:51:34
41.0%	4100000	-1005704.5381162446	308.76525433383256	36.1	7:51:01
41.0%	4105000	-1004122.6118623391	310.37153839916357	36.1	7:50:28
41.1%	4110000	-1002848.4906136338	310.7155324395687	36.1	7:49:55
41.1%	4115000	-1006356.9625720512	310.2379324077495	36.1	7:49:23
41.2%	4120000	-1004795.7073461926	311.3136803258342	36.1	7:48:50
41.2%	4125000	-1006819.9766873689	311.0188346558481	36.1	7:48:16
41.3%	4130000	-1003609.5235521244	312.6662925174334	36.1	7:47:43
41.4%	4135000	-1003135.8157133656	309.360586377787	36.2	7:47:11
41.4%	4140000	-1003379.8114026356	308.7704139965239	36.2	7:46:38
41.5%	4145000	-1004190.6504286639	309.50504421772445	36.2	7:46:05
41.5%	4150000	-1005552.6850289581	310.23662063025466	36.2	7:45:32
41.5%	4155000	-1004085.373373651	307.99756386688927	36.2	7:44:59
41.6%	4160000	-1002634.4113751277	311.60767842351515	36.2	7:44:27
41.6%	4165000	-1006071.547444961	309.0240847638041	36.2	7:43:54
41.7%	4170000	-1005483.7298233025	312.380760568911	36.2	7:43:22
41.8%	4175000	-1004778.5827738	308.79186921345797	36.2	7:42:49
41.8%	4180000	-1005637.4991225488	310.342676642183	36.3	7:42:17
41.9%	4185000	-1005030.2403273378	308.3241538644245	36.3	7:41:44
41.9%	4190000	-1004425.5301554129	308.87928056515847	36.3	7:41:12
42.0%	4195000	-1003156.3155961996	308.60560880151814	36.3	7:40:40
42.0%	4200000	-1002818.136569309	309.9272193552752	36.3	7:40:08
42.0%	4205000	-1002970.8579632249	309.6189828296928	36.3	7:39:36
42.1%	4210000	-1002455.6005711444	308.1425351315497	36.3	7:39:04
42.1%	4215000	-1003968.1526967445	311.1957457769797	36.3	7:38:32
42.2%	4220000	-1004387.5091280304	309.8995979715726	36.3	7:38:00
42.2%	4225000	-1004871.7773561627	310.7257229887089	36.4	7:37:28
42.3%	4230000	-1003813.9513737	309.5987064188284	36.4	7:36:55
42.4%	4235000	-1004148.008337209	308.69566475314093	36.4	7:36:23
42.4%	4240000	-1004600.7059130771	310.7798921993641	36.4	7:35:51
42.5%	4245000	-1004024.621444948	310.7914405561863	36.4	7:35:20
42.5%	4250000	-1006353.849305409	310.7518034767579	36.4	7:34:48
42.5%	4255000	-1004864.5780926747	310.88027327218197	36.4	7:34:17
42.6%	4260000	-1004589.9389936272	311.5864501122032	36.4	7:33:45
42.6%	4265000	-1005083.0251704054	311.24963412522465	36.4	7:33:14
42.7%	4270000	-1006032.8002381511	313.1121040916612	36.5	7:32:42
42.8%	4275000	-1003583.7195920246	307.53677515304054	36.5	7:32:11
42.8%	4280000	-1004181.7311945725	310.1620962436451	36.5	7:31:40
42.9%	4285000	-1004986.5922091249	310.8381381743069	36.5	7:31:08
42.9%	4290000	-1004502.2142346846	310.0208294823332	36.5	7:30:37
43.0%	4295000	-1003411.0952480296	309.3656882442937	36.5	7:30:05
43.0%	4300000	-1005044.7091648383	311.8487558639016	36.5	7:29:34
43.0%	4305000	-1004529.994175367	311.1495807166957	36.5	7:29:02
43.1%	4310000	-1003767.3888575695	309.5678190366829	36.5	7:28:31
43.1%	4315000	-1004192.7980112853	311.31213828911626	36.5	7:28:00
43.2%	4320000	-1003397.7878468949	310.81162996576836	36.6	7:27:29
43.2%	4325000	-1004782.680960861	310.6213088410204	36.6	7:26:58
43.3%	4330000	-1004367.6940029413	309.6117938665208	36.6	7:26:27
43.4%	4335000	-1005149.091851525	311.92528122544735	36.6	7:25:56
43.4%	4340000	-1004310.5910074143	309.51367707171255	36.6	7:25:26
43.5%	4345000	-1004438.8359793806	310.89853394954	36.6	7:24:54
43.5%	4350000	-1003408.9118723711	310.1414272447973	36.6	7:24:23
43.5%	4355000	-1004542.7755421577	309.25664888040745	36.6	7:23:52
43.6%	4360000	-1005046.6781447651	311.38685070991966	36.6	7:23:20
43.6%	4365000	-1003402.8266659677	311.69827597443316	36.6	7:22:50
43.7%	4370000	-1002825.7115787063	311.1450533912562	36.7	7:22:19
43.8%	4375000	-1005017.8128616409	309.82234370627987	36.7	7:21:48
43.8%	4380000	-1003593.0904832687	311.190241089441	36.7	7:21:17
43.9%	4385000	-1004531.1202234887	309.8569682614783	36.7	7:20:46
43.9%	4390000	-1002460.7403223263	309.4892609844254	36.7	7:20:16
44.0%	4395000	-1004753.4644767791	309.4598828026387	36.7	7:19:45
44.0%	4400000	-1004999.3527705967	311.7323350443446	36.7	7:19:14
44.0%	4405000	-1004796.8303304883	310.4467386259085	36.7	7:18:44
44.1%	4410000	-1005193.7747369967	309.22886315056377	36.7	7:18:13
44.1%	4415000	-1002518.8896569889	311.0562996704993	36.7	7:17:42
44.2%	4420000	-1004872.7662356542	310.6427092124708	36.8	7:17:12
44.2%	4425000	-1004378.626517213	311.3841458103032	36.8	7:16:41
44.3%	4430000	-1004734.7248703493	311.51547553080553	36.8	7:16:11
44.4%	4435000	-1004509.1313037677	312.2386875818588	36.8	7:15:40
44.4%	4440000	-1005027.7248841263	310.6266597064927	36.8	7:15:10
44.5%	4445000	-1003573.3149195844	311.61227805405866	36.8	7:14:39
44.5%	4450000	-1005862.2824184084	309.10913738359426	36.8	7:14:09
44.5%	4455000	-1004571.6515178178	310.324362844338	36.8	7:13:38
44.6%	4460000	-1003166.3775599571	309.98400499861623	36.8	7:13:08
44.6%	4465000	-1004191.4031738183	309.4931259214057	36.8	7:12:38
44.7%	4470000	-1004829.1903895847	309.0024807006991	36.9	7:12:08
44.8%	4475000	-1005346.262455794	311.5478826171369	36.9	7:11:38
44.8%	4480000	-1005280.6402794803	310.4087258250266	36.9	7:11:07
44.9%	4485000	-1003972.3193567619	309.90166949382194	36.9	7:10:37
44.9%	4490000	-1004969.6377232894	310.99002710470796	36.9	7:10:07
45.0%	4495000	-1004504.2502347874	309.0908213465562	36.9	7:09:36
45.0%	4500000	-1005131.6248969464	311.81847784921445	36.9	7:09:06
45.0%	4505000	-1004745.9495533453	311.0543458886287	36.9	7:08:36
45.1%	4510000	-1003015.1484276485	311.6779934758657	36.9	7:08:06
45.1%	4515000	-1005236.0069061145	311.20720812323293	36.9	7:07:36
45.2%	4520000	-1003561.9013341507	311.0616323366646	37	7:07:06
45.2%	4525000	-1003300.9680629252	308.6873497787635	37	7:06:36
45.3%	4530000	-1005266.027036163	311.8338125544163	37	7:06:06
45.4%	4535000	-1003855.8765125219	309.81085614883716	37	7:05:36
45.4%	4540000	-1004678.0034543918	310.40446711526295	37	7:05:06
45.5%	4545000	-1004638.3918297617	311.32191855254496	37	7:04:36
45.5%	4550000	-1004869.7537335372	311.2571566611985	37	7:04:05
45.5%	4555000	-1003437.1707067257	309.8634626382366	37	7:03:36
45.6%	4560000	-1001686.9922260782	309.78053840952646	37	7:03:06
45.6%	4565000	-1002885.7424061364	309.6116292917768	37	7:02:35
45.7%	4570000	-1004419.9792093551	311.7373296264561	37	7:02:06
45.8%	4575000	-1002685.6504830858	308.3799125534238	37.1	7:01:36
45.8%	4580000	-1004262.853335904	308.473322434997	37.1	7:01:07
45.9%	4585000	-1003294.0006993087	312.0150514823389	37.1	7:00:37
45.9%	4590000	-1004289.9802020723	312.2708420857444	37.1	7:00:07
46.0%	4595000	-1003364.6272407388	309.44391855497423	37.1	6:59:37
46.0%	4600000	-1003984.8054456599	309.5723831619494	37.1	6:59:08
46.0%	4605000	-1006940.6596040586	311.33313137380554	37.1	6:58:38
46.1%	4610000	-1005163.9292289428	311.5939960685434	37.1	6:58:08
46.1%	4615000	-1002958.130382088	310.854774016684	37.1	6:57:39
46.2%	4620000	-1004587.5663795248	310.691927606447	37.1	6:57:09
46.2%	4625000	-1003462.1923447195	310.15608233060385	37.2	6:56:40
46.3%	4630000	-1003201.8039838308	309.1240193203893	37.2	6:56:10
46.4%	4635000	-1005205.5865648035	310.20826700757453	37.2	6:55:41
46.4%	4640000	-1005593.9789279308	311.3346534968295	37.2	6:55:11
46.5%	4645000	-1005667.8774686409	312.8555315982307	37.2	6:54:42
46.5%	4650000	-1004418.6352102812	309.0719606548058	37.2	6:54:12
46.5%	4655000	-1002713.3652102388	309.7885886595998	37.2	6:53:43
46.6%	4660000	-1004715.9392662849	311.5958673176151	37.2	6:53:13
46.6%	4665000	-1003571.9349502819	310.3651779484948	37.2	6:52:44
46.7%	4670000	-1005928.7779881582	311.2914724864474	37.2	6:52:14
46.8%	4675000	-1003186.6083689164	312.52383640909557	37.2	6:51:45
46.8%	4680000	-1006218.8331481675	309.9373623371557	37.3	6:51:16
46.9%	4685000	-1004786.3097941922	309.6950314321506	37.3	6:50:47
46.9%	4690000	-1006321.5900183693	310.8506208298962	37.3	6:50:18
47.0%	4695000	-1006063.7460133396	310.6705653826228	37.3	6:49:48
47.0%	4700000	-1004321.2434592228	311.4148448669904	37.3	6:49:19
47.0%	4705000	-1005591.2884137332	309.4307946182884	37.3	6:48:50
47.1%	4710000	-1003633.8309657453	309.5174439833101	37.3	6:48:20
47.1%	4715000	-1002878.091525238	310.07050391556197	37.3	6:47:51
47.2%	4720000	-1004824.4960133396	312.645920557399	37.3	6:47:23
47.2%	4725000	-1004272.934406843	308.59131080878683	37.3	6:46:53
47.3%	4730000	-1002602.129629299	310.51830770056597	37.3	6:46:25
47.4%	4735000	-1004156.7603875054	309.8201378932036	37.4	6:45:56
47.4%	4740000	-1004077.4563395577	312.0941958666734	37.4	6:45:27
47.5%	4745000	-1003800.0599884894	308.9952611088755	37.4	6:44:58
47.5%	4750000	-1002038.9980342323	308.9703261567541	37.4	6:44:29
47.5%	4755000	-1006084.7460133396	310.27394893486286	37.4	6:44:00
47.6%	4760000	-1003882.0074297534	309.50888806706683	37.4	6:43:32
47.6%	4765000	-1005015.4827712085	311.31878016379113	37.4	6:43:03
47.7%	4770000	-1003064.3840204766	310.25889648897765	37.4	6:42:34
47.8%	4775000	-1004602.9808765557	311.6637936832338	37.4	6:42:05
47.8%	4780000	-1005548.8523140512	309.4950794651817	37.4	6:41:36
47.9%	4785000	-1004413.7534572091	311.30067802859526	37.4	6:41:09
47.9%	4790000	-1006150.1177083766	306.98313608745553	37.4	6:40:40
48.0%	4795000	-1004672.8766506845	311.0421895254706	37.5	6:40:12
48.0%	4800000	-1005690.2467821473	307.7355048978665	37.5	6:39:43
48.0%	4805000	-1004360.3826149767	309.00794051710034	37.5	6:39:15
48.1%	4810000	-1005059.570901705	308.8251608000968	37.5	6:38:46
48.1%	4815000	-1004703.7214058442	311.84288031116847	37.5	6:38:18
48.2%	4820000	-1006363.302607948	309.68155863075475	37.5	6:37:49
48.2%	4825000	-1005478.0601696782	309.0623474223862	37.5	6:37:21
48.3%	4830000	-1002172.4210056718	309.2442672800048	37.5	6:36:52
48.4%	4835000	-1003363.8267779797	310.2596163731456	37.5	6:36:24
48.4%	4840000	-1005659.9186483109	308.4015026240209	37.5	6:35:56
48.5%	4845000	-1004112.312984434	311.37330068933113	37.5	6:35:27
48.5%	4850000	-1004773.9516523061	308.2048494462258	37.6	6:34:58
48.5%	4855000	-1003804.6802133992	310.86385586066285	37.6	6:34:30
48.6%	4860000	-1004357.606407092	309.5879507018295	37.6	6:34:02
48.6%	4865000	-1003431.3279336356	308.5026007353097	37.6	6:33:34
48.7%	4870000	-1005087.4960133396	310.79180638868263	37.6	6:33:06
48.8%	4875000	-1004674.338603776	310.3523193036673	37.6	6:32:38
48.8%	4880000	-1005214.4532443685	310.78970498088876	37.6	6:32:10
48.9%	4885000	-1004090.0490854289	308.93549011267436	37.6	6:31:41
48.9%	4890000	-1003689.6128084054	309.6918765860113	37.6	6:31:13
49.0%	4895000	-1003869.8626751462	310.93661659904376	37.6	6:30:45
49.0%	4900000	-1004493.8847984234	311.9138840371092	37.6	6:30:17
49.0%	4905000	-1004395.6151034348	309.9533372055889	37.6	6:29:49
49.1%	4910000	-1004723.3463619379	311.15750167290753	37.7	6:29:21
49.1%	4915000	-1007021.5264535891	310.5201166982416	37.7	6:28:53
49.2%	4920000	-1003970.5714021064	308.6095910323336	37.7	6:28:24
49.2%	4925000	-1006065.5509599773	309.726502689217	37.7	6:27:56
49.3%	4930000	-1004116.5132979527	310.41429835678923	37.7	6:27:28
49.4%	4935000	-1004546.1828466058	308.6742854705559	37.7	6:27:00
49.4%	4940000	-1003149.0661157966	311.7685283588747	37.7	6:26:32
49.5%	4945000	-1003305.5539017208	311.4986664705068	37.7	6:26:04
49.5%	4950000	-1004842.4807918249	312.8829441540219	37.7	6:25:36
49.5%	4955000	-1006074.522353706	310.55160068155243	37.7	6:25:08
49.6%	4960000	-1003925.5242889822	310.6471598516121	37.7	6:24:40
49.6%	4965000	-1004838.0851592207	310.17985852021616	37.7	6:24:12
49.7%	4970000	-1004154.5629768185	310.6918681702356	37.8	6:23:44
49.8%	4975000	-1002852.1029046895	310.65815015481127	37.8	6:23:16
49.8%	4980000	-1005020.2984445468	310.0254402664844	37.8	6:22:49
49.9%	4985000	-1003519.6016593156	308.89199304360767	37.8	6:22:21
49.9%	4990000	-1005062.9473949205	310.98501194820193	37.8	6:21:53
50.0%	4995000	-1005099.7202172726	312.8271783332834	37.8	6:21:25
50.0%	5000000	-1005195.5224259691	309.4453238157389	37.8	6:20:58
50.0%	5005000	-1005218.6394066941	312.30646064900895	37.8	6:20:30
50.1%	5010000	-1006286.5183641231	310.4389915636236	37.8	6:20:03
50.1%	5015000	-1006370.5602328936	310.3398110888054	37.8	6:19:36
50.2%	5020000	-1003220.3429468181	310.59125167679184	37.8	6:19:08
50.2%	5025000	-1003772.368303122	310.30317991683387	37.8	6:18:41
50.3%	5030000	-1005334.7921955138	310.93196418719356	37.8	6:18:13
50.4%	5035000	-1004395.7694555577	310.3805628682485	37.9	6:17:46
50.4%	5040000	-1004228.4492717907	308.5785977745478	37.9	6:17:19
50.5%	5045000	-1005208.0987342875	310.74214576548644	37.9	6:16:51
50.5%	5050000	-1006530.885975901	310.7029218982317	37.9	6:16:24
50.5%	5055000	-1003699.617357742	308.43795235248064	37.9	6:15:57
50.6%	5060000	-1002640.3799589165	308.77422021091826	37.9	6:15:30
50.6%	5065000	-1004361.9824317722	310.4790569327549	37.9	6:15:02
50.7%	5070000	-1006808.2270214316	309.95422034879573	37.9	6:14:35
50.8%	5075000	-1003089.1245335592	310.37206847555217	37.9	6:14:08
50.8%	5080000	-1005626.3948730193	311.0114923952771	37.9	6:13:41
50.9%	5085000	-1002407.6268253839	310.59338501354875	37.9	6:13:15
50.9%	5090000	-1004813.9960133396	312.05871367898317	37.9	6:12:47
51.0%	5095000	-1004765.355983357	311.02544531743155	37.9	6:12:20
51.0%	5100000	-1005487.2317077853	310.6513483057535	37.9	6:11:53
51.0%	5105000	-1004898.0096209468	307.2696662040875	38	6:11:26
51.1%	5110000	-1004241.2372683845	307.4430603726949	38	6:10:59
51.1%	5115000	-1005506.2105211243	309.9838868660914	38	6:10:32
51.2%	5120000	-1004814.2816000627	309.19525997607553	38	6:10:05
51.2%	5125000	-1006366.4071155814	308.8800483656285	38	6:09:38
51.3%	5130000	-1005962.7460133396	308.5191653266405	38	6:09:11
51.4%	5135000	-1005131.7460133396	310.9593280234348	38	6:08:44
51.4%	5140000	-1005184.6778996326	312.0998870289176	38	6:08:17
51.5%	5145000	-1004446.9196403036	309.18905490783493	38	6:07:50
51.5%	5150000	-1003193.7381598819	308.32539391191943	38	6:07:23
51.5%	5155000	-1004208.6727466732	309.640399207997	38	6:06:56
51.6%	5160000	-1004854.4606416114	310.71961527535325	38	6:06:29
51.6%	5165000	-1003883.4171852767	310.02820947664236	38	6:06:02
51.7%	5170000	-1003604.0797787458	310.5316239973732	38	6:05:35
51.8%	5175000	-1006054.825766379	311.52202030875657	38.1	6:05:08
51.8%	5180000	-1004768.5594254676	308.7648615602618	38.1	6:04:41
51.9%	5185000	-1006514.1172358356	309.6537139501278	38.1	6:04:14
51.9%	5190000	-1006269.1895490959	310.4646015730502	38.1	6:03:47
52.0%	5195000	-1006495.4706469467	309.19622805183286	38.1	6:03:20
52.0%	5200000	-1004265.2371396432	310.45505078479175	38.1	6:02:53
52.0%	5205000	-1005887.4980065785	310.26642935390896	38.1	6:02:26
52.1%	5210000	-1005423.0938103413	311.057152191898	38.1	6:01:59
52.1%	5215000	-1003557.1435099076	309.38208031923324	38.1	6:01:32
52.2%	5220000	-1006138.2460133396	309.01809808602104	38.1	6:01:05
52.2%	5225000	-1004309.2858952796	309.4785038249431	38.1	6:00:38
52.3%	5230000	-1006550.7460133396	310.9414605657024	38.1	6:00:11
52.4%	5235000	-1004954.5002703266	309.54793152315324	38.1	5:59:44
52.4%	5240000	-1005541.6100108419	311.3671201223393	38.2	5:59:18
52.5%	5245000	-1004882.6359343836	309.02137495471464	38.2	5:58:51
52.5%	5250000	-1006524.2586689983	307.76976817450026	38.2	5:58:24
52.5%	5255000	-1005681.3410690287	309.42602539154257	38.2	5:57:57
52.6%	5260000	-1005538.5075055752	311.29673273324283	38.2	5:57:30
52.6%	5265000	-1006828.5844662283	311.3973096629747	38.2	5:57:03
52.7%	5270000	-1004688.420758591	310.18062614667105	38.2	5:56:36
52.8%	5275000	-1005904.9151852597	311.30979169103324	38.2	5:56:10
52.8%	5280000	-1004278.8855675934	311.2846248155065	38.2	5:55:44
52.9%	5285000	-1004997.9823268261	309.6727405736436	38.2	5:55:17
52.9%	5290000	-1005586.3857936747	308.8974988537785	38.2	5:54:50
53.0%	5295000	-1003593.0832051942	309.8753871152976	38.2	5:54:23
53.0%	5300000	-1005139.4430103935	311.6204008971981	38.2	5:53:57
53.0%	5305000	-1006155.137550504	312.8670018203554	38.2	5:53:30
53.1%	5310000	-1004919.9960133396	309.8083611862179	38.3	5:53:03
53.1%	5315000	-1005256.2460133396	309.79999251983526	38.3	5:52:37
53.2%	5320000	-1007551.0846012281	310.96512678972454	38.3	5:52:10
53.2%	5325000	-1004612.1462616203	312.1504106295681	38.3	5:51:43
53.3%	5330000	-1004354.5066943178	310.80808309753417	38.3	5:51:17
53.4%	5335000	-1003516.1870380631	311.70396604802386	38.3	5:50:50
53.4%	5340000	-1005010.0027304981	310.6751723494496	38.3	5:50:24
53.5%	5345000	-1004412.269692502	312.2359970273389	38.3	5:49:57
53.5%	5350000	-1004927.5839433065	309.1141521601179	38.3	5:49:31
53.5%	5355000	-1004231.7757919636	311.25038619631715	38.3	5:49:05
53.6%	5360000	-1004467.0719347494	307.342514622407	38.3	5:48:38
53.6%	5365000	-1005994.1558938995	311.03012514857824	38.3	5:48:12
53.7%	5370000	-1003880.6675556619	310.8678432952006	38.3	5:47:45
53.8%	5375000	-1004981.068581163	309.9876729652238	38.4	5:47:19
53.8%	5380000	-1004570.011471699	310.9111899902287	38.4	5:46:53
53.9%	5385000	-1005282.2885907851	308.6648734744746	38.4	5:46:26
53.9%	5390000	-1005334.6872869767	309.5529103740197	38.4	5:46:00
54.0%	5395000	-1005280.6682807785	309.3764716084317	38.4	5:45:33
54.0%	5400000	-1005930.8488147277	310.32429536440935	38.4	5:45:07
54.0%	5405000	-1004267.330713368	309.059652183577	38.4	5:44:41
54.1%	5410000	-1004671.8915274199	308.0784591683817	38.4	5:44:14
54.1%	5415000	-1005900.2946725609	308.6446405589593	38.4	5:43:48
54.2%	5420000	-1003334.2293134909	308.4583326276425	38.4	5:43:21
54.2%	5425000	-1005565.2165751122	310.5244470567612	38.4	5:42:56
54.3%	5430000	-1005737.9543065708	310.41450357250545	38.4	5:42:32
54.4%	5435000	-1004102.6360029923	309.6477943103631	38.4	5:42:05
54.4%	5440000	-1005634.632468937	309.2411824712924	38.4	5:41:41
54.5%	5445000	-1004472.1281435499	308.9070976368478	38.4	5:41:15
54.5%	5450000	-1005567.4645558456	311.4571396298697	38.4	5:40:49
54.5%	5455000	-1004470.725833049	308.8561954103358	38.5	5:40:23
54.6%	5460000	-1004702.4719098192	310.49634684382636	38.5	5:39:57
54.6%	5465000	-1005661.2278100299	311.6444428838785	38.5	5:39:32
54.7%	5470000	-1003875.1465350781	311.1493489422236	38.5	5:39:06
54.8%	5475000	-1002982.5627446771	312.3919970576487	38.5	5:38:40
54.8%	5480000	-1005190.70235762	311.46103927673835	38.5	5:38:14
54.9%	5485000	-1006074.6260478254	310.0386508433953	38.5	5:37:48
54.9%	5490000	-1005125.2190621328	309.9205036230334	38.5	5:37:23
55.0%	5495000	-1005022.4574251333	311.89628656131157	38.5	5:36:57
55.0%	5500000	-1004890.4745354373	309.9914388948186	38.5	5:36:31
55.0%	5505000	-1004078.3507810924	310.07187394319345	38.5	5:36:05
55.1%	5510000	-1004214.2348002233	310.3364956214009	38.5	5:35:40
55.1%	5515000	-1005672.5508298557	309.11885658127187	38.5	5:35:14
55.2%	5520000	-1003089.0207174746	309.37839451673636	38.5	5:34:49
55.2%	5525000	-1005714.7522819228	312.71923516166225	38.5	5:34:23
55.3%	5530000	-1005522.9908610675	310.356856486723	38.5	5:33:57
55.4%	5535000	-1004517.3252458349	308.4383280207538	38.6	5:33:31
55.4%	5540000	-1003692.1854384318	311.95192828191307	38.6	5:33:06
55.5%	5545000	-1003306.8210223941	309.1916644892606	38.6	5:32:40
55.5%	5550000	-1004059.4862790108	309.44889128366225	38.6	5:32:15
55.5%	5555000	-1004390.622404186	311.11331016416176	38.6	5:31:50
55.6%	5560000	-1004732.150889636	310.40930869829214	38.6	5:31:25
55.6%	5565000	-1004587.0808896488	309.9957812015531	38.6	5:30:59
55.7%	5570000	-1004146.5177696403	309.738117374523	38.6	5:30:33
55.8%	5575000	-1003153.2046191301	312.242700196711	38.6	5:30:08
55.8%	5580000	-1002754.6654124521	313.68197407263926	38.6	5:29:43
55.9%	5585000	-1004150.922004831	307.5106475728615	38.6	5:29:17
55.9%	5590000	-1004138.9094675779	308.90687301625564	38.6	5:28:52
56.0%	5595000	-1004369.2988682948	310.2903154303211	38.6	5:28:26
56.0%	5600000	-1005090.8276413055	310.4657543289487	38.6	5:28:00
56.0%	5605000	-1004996.5319217602	310.6456206060182	38.6	5:27:36
56.1%	5610000	-1004208.332095854	310.773474276866	38.6	5:27:10
56.1%	5615000	-1005317.7814652184	310.70719807135976	38.6	5:26:44
56.2%	5620000	-1004932.0496598221	308.75055504000983	38.7	5:26:19
56.2%	5625000	-1005639.9365942627	310.3975002009094	38.7	5:25:53
56.3%	5630000	-1005442.7224912047	308.3019478211791	38.7	5:25:28
56.4%	5635000	-1003658.0549251577	309.06795352909165	38.7	5:25:03
56.4%	5640000	-1003158.8622048832	311.0393737372283	38.7	5:24:37
56.5%	5645000	-1004418.1398096764	311.8716712704142	38.7	5:24:12
56.5%	5650000	-1004268.6230735648	309.9000192585674	38.7	5:23:47
56.5%	5655000	-1004320.4200527305	311.53825927977306	38.7	5:23:21
56.6%	5660000	-1005823.7633633297	310.61324867110653	38.7	5:22:56
56.6%	5665000	-1004204.8913785424	311.65072108227696	38.7	5:22:30
56.7%	5670000	-1003449.4567232784	309.6483328706863	38.7	5:22:05
56.8%	5675000	-1005870.6313102273	309.5228069143582	38.7	5:21:40
56.8%	5680000	-1004467.9493220439	310.1938125263192	38.7	5:21:14
56.9%	5685000	-1004490.1830944903	310.04274323773444	38.7	5:20:50
56.9%	5690000	-1006069.3006086694	311.34895702422835	38.7	5:20:25
57.0%	5695000	-1004006.7369935028	310.4127808003302	38.7	5:20:01
57.0%	5700000	-1003591.5569266574	308.43906138321876	38.7	5:19:36
57.0%	5705000	-1005953.4005437838	308.9867910094595	38.8	5:19:11
57.1%	5710000	-1003902.149896537	310.51591671681126	38.8	5:18:46
57.1%	5715000	-1006823.3227984859	310.66415379241687	38.8	5:18:21
57.2%	5720000	-1005604.2331531681	310.02155260209236	38.8	5:17:56
57.2%	5725000	-1004113.3636020739	309.0764258876334	38.8	5:17:31
57.3%	5730000	-1005505.5269751577	311.9392279446825	38.8	5:17:06
